id,unidade_gestora,gestao,numero,data_emissao,credor,fonte_recurso,programa_trabalho,planointerno,naturezadespesa,empenhado,aliquidar,liquidado,pago,rpinscrito,rpaliquidar,rpliquidado,rppago,informacao_complementar,sistema_origem,links_documento_pagamento,credor_obj_tipo,credor_obj_cnpj_cpf_idgener,credor_obj_nome
8604425,113601,11302,2022NE000117,2022-05-13,EX330THEF - THE FINANCIAL TIMES LIMITED,1000000000,,100INFORBSB - INFORMATICA,339040 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"113.192,32","0,00","0,00","54.236,04","50.424,61","0,00","0,00","50.424,61",11360107000072022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000117,IDGENERICO,EX330THEF,THE FINANCIAL TIMES LIMITED
10084802,113601,11302,2023NE000068,2023-02-01,242160 - TELECOMUNICACOES BRASILEIRAS S/A,1000000000,,100INFORBSB - INFORMATICA,339140 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360106000102022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000068,UG,242160,TELECOMUNICACOES BRASILEIRAS S/A
10167557,113601,11302,2023NE000148,2023-02-23,242160 - TELECOMUNICACOES BRASILEIRAS S/A,1000000000,,100INFBRASI - INFORMATICA,339140 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"103.587,68","0,00","0,00","103.587,68","0,00","0,00","0,00","0,00",11360106000102022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000148,UG,242160,TELECOMUNICACOES BRASILEIRAS S/A
11174815,113601,11302,2023NE000355,2023-10-26,242160 - TELECOMUNICACOES BRASILEIRAS S/A,1444000000,,100INFBRASI - INFORMATICA,339140 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"88.000,00","35.586,52","0,00","52.413,48","35.586,52","0,00","0,00","35.586,52",11360106000102022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000355,UG,242160,TELECOMUNICACOES BRASILEIRAS S/A
11779937,113601,11302,2024NE000141,2024-03-15,00.336.701/0001-04 - TELECOMUNICACOES BRASILEIRAS SA TELEBRAS,1000000000,,100INFBRASI - INFORMATICA,339140 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"215.412,56","74.359,97","0,00","141.052,59","0,00","0,00","0,00","0,00",11360106000102022 - UASG Minuta: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000141,JURIDICA,00.336.701/0001-04,TELECOMUNICACOES BRASILEIRAS SA TELEBRAS
8626321,113601,11302,2022NE000120,2022-05-20,242160 - TELECOMUNICACOES BRASILEIRAS S/A,0100000000,,100INFORBSB - INFORMATICA,339140 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360106000152022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000120,UG,242160,TELECOMUNICACOES BRASILEIRAS S/A
12156626,113601,11302,2024NE000264,2024-07-12,06.064.175/0001-49 - AIRES TURISMO LTDA,1049A000J5,,25P26OBSERV - OBSERVATORIO DO MUNDO DO TRABALHO,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000264,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
12161350,113601,11302,2024NE000265,2024-07-15,06.064.175/0001-49 - AIRES TURISMO LTDA,1049A000J5,,25P26OBSERV - OBSERVATORIO DO MUNDO DO TRABALHO,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"27.995,00","24.468,80","0,00","3.526,20","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000265,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
12182702,113601,11302,2024NE000279,2024-07-19,06.064.175/0001-49 - AIRES TURISMO LTDA,1000A0037A,,MCID0000000 - T.DESCENTRALIZACAO MCIDADES E UFPA,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000279,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10054615,113601,11302,2023NE000026,2023-01-24,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100ADMINIBR - UNIDADE,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000026,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
12178631,113601,11302,2024NE000274,2024-07-18,06.064.175/0001-49 - AIRES TURISMO LTDA,1000A0037O,,MCID0000000 - T.DESCENTRALIZACAO MCIDADES E UFPA,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"52.668,00","50.078,16","0,00","2.589,84","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000274,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10162436,113601,11302,2023NE000111,2023-02-17,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"183.995,99","0,00","0,00","183.995,99","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000111,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10396906,113601,11302,2023NE000217,2023-04-24,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,ORGANICOS - DESENVOLVIMENTO E CONTROLE DA PROD. ORGANICA,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000217,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10399107,113601,11302,2023NE000220,2023-04-25,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,ORGANICOS - DESENVOLVIMENTO E CONTROLE DA PROD. ORGANICA,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"13.132,78","0,00","0,00","13.132,78","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000220,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10428393,113601,11302,2023NE000236,2023-04-28,06.064.175/0001-49 - AIRES TURISMO LTDA,1002A000K8,,-8 - ,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"62.522,00","0,00","0,00","62.522,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000236,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10445734,113601,11302,2023NE000249,2023-05-04,06.064.175/0001-49 - AIRES TURISMO LTDA,1000A002A9,,-8 - ,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"20.000,00","18.568,10","0,00","1.431,90","18.568,10","18.568,10","18.568,10","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000249,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10162460,113601,11302,2023NE000112,2023-02-17,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"13.439,65","1.751,39","0,00","11.688,26","1.751,39","1.751,39","1.751,39","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000112,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10162427,113601,11302,2023NE000110,2023-02-17,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"568.100,00","0,00","0,00","568.100,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000110,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10748443,113601,11302,2023NE000296,2023-07-17,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,DF9701F0052 - RP2 DA SMDRU,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000296,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10879447,113601,11302,2023NE000315,2023-08-18,06.064.175/0001-49 - AIRES TURISMO LTDA,1000A002EY,,DF9701F0052 - RP2 DA SMDRU,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"9.930,00","9.930,00","0,00","0,00","9.930,00","9.930,00","9.930,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000315,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11125975,113601,11302,2023NE000337,2023-10-17,06.064.175/0001-49 - AIRES TURISMO LTDA,1444A002HP,,-8 - ,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"14.508,50","0,00","0,00","14.508,50","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000337,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11137802,113601,11302,2023NE000341,2023-10-19,06.064.175/0001-49 - AIRES TURISMO LTDA,1444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"275.015,94","105.298,75","0,00","169.717,19","105.298,75","105.298,75","105.298,75","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000341,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
8785947,113601,11302,2022NE000160,2022-07-18,06.064.175/0001-49 - AIRES TURISMO LTDA,0180309120,,SD999FATS02 - ARTICULACAO NAC/INTERNAC P/ GESTAO DE ATIVOS,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000160,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11285602,113601,11302,2023NE000368,2023-11-16,06.064.175/0001-49 - AIRES TURISMO LTDA,1444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"62.000,00","14.202,01","0,00","47.797,99","14.202,01","14.202,01","14.202,01","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000368,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
9436847,113601,11302,2022NE000186,2022-08-23,06.064.175/0001-49 - AIRES TURISMO LTDA,0118309110,,"SP99TBQ9SII - SINESP - PROJETOS, ESTUDOS E EXPANSAO.",339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000186,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
9441743,113601,11302,2022NE000189,2022-08-25,06.064.175/0001-49 - AIRES TURISMO LTDA,0118309110,,"SP99TBQ9SII - SINESP - PROJETOS, ESTUDOS E EXPANSAO.",339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000189,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
8769772,113601,11302,2022NE000157,2022-07-11,06.064.175/0001-49 - AIRES TURISMO LTDA,1002A000K8,,-8 - ,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"62.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000157,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
9602396,113601,11302,2022NE000222,2022-10-05,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,-8 - ,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"7.500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000222,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
9469443,113601,11302,2022NE000195,2022-09-01,06.064.175/0001-49 - AIRES TURISMO LTDA,1049A000J5,,25P26OBSERV - OBSERVATORIO DO MUNDO DO TRABALHO,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"16.830,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000195,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
12319530,113601,11302,2024NE000294,2024-08-28,06.064.175/0001-49 - AIRES TURISMO LTDA,1000A003AK,,12000-00 - ADMINISTRACAO DA UNIDADE -DESPESAS DIVERSAS,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000294,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
9810967,113601,11302,2022NE000249,2022-11-25,06.064.175/0001-49 - AIRES TURISMO LTDA,0100000000,,26S62SDI02 - ESTUDOS PARA DESENV. DA INFRAESTRUTURA NACION,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"10.009,99","0,00","0,00","10.009,99","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000249,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
9564864,113601,11302,2022NE000211,2022-09-27,06.064.175/0001-49 - AIRES TURISMO LTDA,1050000126,,SD999FATS02 - ARTICULACAO NAC/INTERNAC P/ GESTAO DE ATIVOS,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"49.500,00","0,00","0,00","0,00","49.500,00","0,00","0,00","49.500,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000211,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10054689,113601,11302,2023NE000027,2023-01-24,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100ADMINIBR - UNIDADE,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000027,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10054934,113601,11302,2023NE000028,2023-01-24,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000028,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
12318087,113601,11302,2024NE000290,2024-08-27,06.064.175/0001-49 - AIRES TURISMO LTDA,1000A00397,,472000ME021 - MESTRADO DO IPEA,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"49.167,52","43.688,41","0,00","5.479,11","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000290,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10376635,113601,11302,2023NE000211,2023-04-18,06.064.175/0001-49 - AIRES TURISMO LTDA,1050000239,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"13.928,00","13.928,00","0,00","0,00","13.928,00","13.928,00","13.928,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000211,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
10252710,113601,11302,2023NE000188,2023-03-15,06.064.175/0001-49 - AIRES TURISMO LTDA,1002A000K8,,-8 - ,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"26.456,55","0,00","0,00","26.456,55","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000188,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
12395417,113601,11302,2024NE000317,2024-09-18,06.064.175/0001-49 - AIRES TURISMO LTDA,1000A002TI,,2821C594109 - ELABORA DE ESTUDOS E AVALIACAO DE PROJETOS,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000317,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
12395379,113601,11302,2024NE000316,2024-09-18,06.064.175/0001-49 - AIRES TURISMO LTDA,1000A002TI,,2821C594109 - ELABORA DE ESTUDOS E AVALIACAO DE PROJETOS,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"35.200,00","34.608,06","0,00","591,94","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000316,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
12400560,113601,11302,2024NE000322,2024-09-19,06.064.175/0001-49 - AIRES TURISMO LTDA,1000A003BS,,-8 - ,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000322,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
12408597,113601,11302,2024NE000326,2024-09-20,06.064.175/0001-49 - AIRES TURISMO LTDA,1052000231,,E21GD000501 - SUPORTE FINALISTICO,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000326,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
12444003,113601,11302,2024NE000331,2024-10-01,06.064.175/0001-49 - AIRES TURISMO LTDA,1000A002TI,,28210E94603 - TED MDIC E IPEA,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000331,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
12542430,113601,11302,2024NE000350,2024-10-24,06.064.175/0001-49 - AIRES TURISMO LTDA,1001A002ZS,,-8 - SEM INFORMACAO,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000350,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11311079,113601,11302,2023NE000382,2023-11-22,06.064.175/0001-49 - AIRES TURISMO LTDA,1444A002HP,,-8 - ,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000382,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11627240,113601,11302,2024NE000052,2024-01-26,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100DIDES - DIDES - DESPESAS ADMINISTATIVAS,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"64.750,92","10.432,66","0,00","54.318,26","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000052,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11627463,113601,11302,2024NE000055,2024-01-26,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100DIRUR - DIRUR - DESPESAS ADMINISTRATIVA,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"46.377,85","17.226,70","0,00","29.151,15","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000055,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11627489,113601,11302,2024NE000056,2024-01-26,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100DIRUR - DIRUR - DESPESAS ADMINISTRATIVA,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000056,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11627520,113601,11302,2024NE000057,2024-01-26,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100DIRUR - DIRUR - DESPESAS ADMINISTRATIVA,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"10.000,00","10.000,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000057,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11627280,113601,11302,2024NE000053,2024-01-26,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100DIDES - DIDES - DESPESAS ADMINISTATIVAS,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"999,07","0,00","0,00","999,07","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000053,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11627354,113601,11302,2024NE000054,2024-01-26,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100DIDES - DIDES - DESPESAS ADMINISTATIVAS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"5.000,00","5.000,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000054,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11627681,113601,11302,2024NE000061,2024-01-26,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100DINTE - DINTE - DESPESAS ADMINISTRATIVA,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"22.286,84","3.790,00","0,00","18.496,84","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000061,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11627819,113601,11302,2024NE000064,2024-01-26,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100GABIPEA - GAB.IPEA - DESPESAS ADMINISTRATIVAS,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"245.754,90","95.996,91","0,00","149.757,99","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000064,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11627636,113601,11302,2024NE000060,2024-01-26,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100DIEST - DIEST - DESPESAS ADMINISTRATIVA,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"10.000,00","10.000,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000060,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
11627786,113601,11302,2024NE000063,2024-01-26,06.064.175/0001-49 - AIRES TURISMO LTDA,1000000000,,100DINTE - DINTE - DESPESAS ADMINISTRATIVA,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"10.000,00","8.966,71","0,00","1.033,29","0,00","0,00","0,00","0,00",11360105000112022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000063,JURIDICA,06.064.175/0001-49,AIRES TURISMO LTDA
